"hospital","year","variable","value"
"hardin memorial hospital",2013,"licensed_psych_beds",15
"harlan arh hospital",2013,"licensed_psych_beds",30
"harrison memorial hospital",2013,"licensed_psych_beds",0
"hazard arh regional medical center",2013,"licensed_psych_beds",100
"highlands regional medical center",2013,"licensed_psych_beds",12
"jackson purchase medical center",2013,"licensed_psych_beds",0
"jennie stuart medical center",2013,"licensed_psych_beds",0
"jewish hospital & st mary's healthcare",2013,"licensed_psych_beds",20
"jewish hospital shelbyville",2013,"licensed_psych_beds",0
"kentucky correctional psychiatric ctr",2013,"licensed_psych_beds",97
"kentucky river medical center",2013,"licensed_psych_beds",0
"kings daughters medical center",2013,"licensed_psych_beds",27
"lake cumberland regional hospital",2013,"licensed_psych_beds",34
"lincoln trail behavioral health system",2013,"licensed_psych_beds",111
"logan memorial hospital",2013,"licensed_psych_beds",0
"lourdes hospital",2013,"licensed_psych_beds",45
"meadowview regional medical center",2013,"licensed_psych_beds",0
"memorial hospital",2013,"licensed_psych_beds",0
"methodist hospital",2013,"licensed_psych_beds",8
"middlesboro arh hospital",2013,"licensed_psych_beds",0
"monroe county medical center",2013,"licensed_psych_beds",0
"muhlenberg community hospital",2013,"licensed_psych_beds",0
"murray calloway county hospital",2013,"licensed_psych_beds",0
"northkey community care intensive serv",2013,"licensed_psych_beds",51
"norton audubon hospital",2013,"licensed_psych_beds",0
"norton brownsboro hospital",2013,"licensed_psych_beds",0
"norton hsp/kosair chdrn hsp/norton",2013,"licensed_psych_beds",46
"norton suburban hospital",2013,"licensed_psych_beds",0
"our lady of bellefonte hospital",2013,"licensed_psych_beds",32
"our lady of peace",2013,"licensed_psych_beds",396
"owensboro medical health system",2013,"licensed_psych_beds",12
"parkway regional hospital",2013,"licensed_psych_beds",0
"paul b hall regional medical center",2013,"licensed_psych_beds",0
"pikeville medical center",2013,"licensed_psych_beds",0
"pineville community hospital",2013,"licensed_psych_beds",0
"ridge behavioral health system",2013,"licensed_psych_beds",90
"rivendell behavioral health services",2013,"licensed_psych_beds",125
"river valley behavioral health",2013,"licensed_psych_beds",80
"rockcastle hospital",2013,"licensed_psych_beds",0
"saint joseph east",2013,"licensed_psych_beds",0
"saint joseph hospital",2013,"licensed_psych_beds",0
"saint joseph hospital london",2013,"licensed_psych_beds",0
"saints mary and elizabeth hospital",2013,"licensed_psych_beds",0
"shriners hosp for children",2013,"licensed_psych_beds",0
"spring view hospital",2013,"licensed_psych_beds",0
"st claire medical center",2013,"licensed_psych_beds",20
"st elizabeth edgewood",2013,"licensed_psych_beds",44
"st elizabeth florence",2013,"licensed_psych_beds",22
"st elizabeth ft thomas",2013,"licensed_psych_beds",0
"st joseph mount sterling hosp",2013,"licensed_psych_beds",0
"t j samson community hospital",2013,"licensed_psych_beds",0
"taylor regional hospital",2013,"licensed_psych_beds",0
"the brook hospital",2013,"licensed_psych_beds",86
"the brook hospital dupont",2013,"licensed_psych_beds",76
"the medical center at bowling green",2013,"licensed_psych_beds",24
"three rivers medical center",2013,"licensed_psych_beds",19
"twin lakes regional medical center",2013,"licensed_psych_beds",0
"ukhealthcare good samaritan hospital",2013,"licensed_psych_beds",31
"university of ky hospital",2013,"licensed_psych_beds",0
"university of louisville hospital",2013,"licensed_psych_beds",20
"western state hospital",2013,"licensed_psych_beds",495
"westlake regional hospital",2013,"licensed_psych_beds",25
"whitesburg arh hospital",2013,"licensed_psych_beds",0
"williamson arh hospital",2013,"licensed_psych_beds",0
"baptist health corbin",2014,"licensed_psych_beds",44
"baptist health lagrange",2014,"licensed_psych_beds",0
"baptist health lexington",2014,"licensed_psych_beds",0
"baptist health louisville",2014,"licensed_psych_beds",22
"baptist health madisonville",2014,"licensed_psych_beds",22
"baptist health paducah",2014,"licensed_psych_beds",0
"baptist health richmond",2014,"licensed_psych_beds",0
"bourbon community hospital",2014,"licensed_psych_beds",33
"central state hospital",2014,"licensed_psych_beds",192
"clark regional medical center",2014,"licensed_psych_beds",0
"clinton county hospital",2014,"licensed_psych_beds",0
"crittenden health system",2014,"licensed_psych_beds",0
"cumberland hall",2014,"licensed_psych_beds",97
"eastern state hospital",2014,"licensed_psych_beds",195
"ephraim mcdowell reg medical ctr",2014,"licensed_psych_beds",38
"flaget memorial hospital",2014,"licensed_psych_beds",0
"fleming county hospital",2014,"licensed_psych_beds",0
"frankfort regional medical center",2014,"licensed_psych_beds",0
"georgetown community hospital",2014,"licensed_psych_beds",0
"greenview regional hospital",2014,"licensed_psych_beds",0
"hardin memorial hospital",2014,"licensed_psych_beds",15
"harlan arh hospital",2014,"licensed_psych_beds",30
"harrison memorial hospital",2014,"licensed_psych_beds",0
"hazard arh regional medical center",2014,"licensed_psych_beds",100
"highlands regional medical center",2014,"licensed_psych_beds",12
"jackson purchase medical center",2014,"licensed_psych_beds",0
"jennie stuart medical center",2014,"licensed_psych_beds",0
"jewish hospital & st mary's healthcare",2014,"licensed_psych_beds",20
"jewish hospital shelbyville",2014,"licensed_psych_beds",0
"kentucky correctional psychiatric ctr",2014,"licensed_psych_beds",97
"kentucky river medical center",2014,"licensed_psych_beds",0
"kings daughters medical center",2014,"licensed_psych_beds",27
"lake cumberland regional hospital",2014,"licensed_psych_beds",34
"lincoln trail behavioral health system",2014,"licensed_psych_beds",111
"logan memorial hospital",2014,"licensed_psych_beds",0
"lourdes hospital",2014,"licensed_psych_beds",45
"meadowview regional medical center",2014,"licensed_psych_beds",0
"memorial hospital",2014,"licensed_psych_beds",0
"methodist hospital",2014,"licensed_psych_beds",8
"middlesboro arh hospital",2014,"licensed_psych_beds",0
"monroe county medical center",2014,"licensed_psych_beds",0
"muhlenberg community hospital",2014,"licensed_psych_beds",0
"murray calloway county hospital",2014,"licensed_psych_beds",0
"northkey community care intensive",2014,"licensed_psych_beds",51
"norton audubon hospital",2014,"licensed_psych_beds",0
"norton brownsboro hospital",2014,"licensed_psych_beds",0
"norton hsp/kosair chdrn hsp/norton",2014,"licensed_psych_beds",46
"norton suburban hospital",2014,"licensed_psych_beds",0
"our lady of bellefonte hospital",2014,"licensed_psych_beds",32
"our lady of peace",2014,"licensed_psych_beds",396
"owensboro medical health system",2014,"licensed_psych_beds",12
"paul b hall regional medical center",2014,"licensed_psych_beds",0
"pikeville medical center",2014,"licensed_psych_beds",0
"pineville community hospital",2014,"licensed_psych_beds",0
"ridge behavioral health system",2014,"licensed_psych_beds",90
"rivendell behavioral health services",2014,"licensed_psych_beds",125
"river valley behavioral health",2014,"licensed_psych_beds",80
"rockcastle hospital",2014,"licensed_psych_beds",0
"saint joseph east",2014,"licensed_psych_beds",0
"saint joseph hospital",2014,"licensed_psych_beds",0
"saint joseph hospital london",2014,"licensed_psych_beds",0
"saints mary and elizabeth hospital",2014,"licensed_psych_beds",0
"shriners hosp for children",2014,"licensed_psych_beds",0
"spring view hospital",2014,"licensed_psych_beds",0
"st claire medical center",2014,"licensed_psych_beds",20
"st elizabeth edgewood",2014,"licensed_psych_beds",44
"st elizabeth florence",2014,"licensed_psych_beds",22
"st elizabeth ft thomas",2014,"licensed_psych_beds",0
"st joseph mount sterling hosp",2014,"licensed_psych_beds",0
"t j samson community hospital",2014,"licensed_psych_beds",0
"taylor regional hospital",2014,"licensed_psych_beds",0
"the brook hospital",2014,"licensed_psych_beds",86
"the brook hospital dupont",2014,"licensed_psych_beds",76
"the medical center at bowling green",2014,"licensed_psych_beds",24
"three rivers medical center",2014,"licensed_psych_beds",19
"twin lakes regional medical center",2014,"licensed_psych_beds",0
"ukhealthcare good samaritan hospital",2014,"licensed_psych_beds",31
"university of kentucky hospital",2014,"licensed_psych_beds",0
"university of louisville hospital",2014,"licensed_psych_beds",20
"western state hospital",2014,"licensed_psych_beds",495
"westlake regional hospital",2014,"licensed_psych_beds",25
"whitesburg arh hospital",2014,"licensed_psych_beds",0
"williamson arh hospital",2014,"licensed_psych_beds",0
"baptist health corbin",2015,"licensed_psych_beds",44
"baptist health lagrange",2015,"licensed_psych_beds",0
"baptist health lexington",2015,"licensed_psych_beds",0
"baptist health louisville",2015,"licensed_psych_beds",22
"baptist health madisonville",2015,"licensed_psych_beds",22
"baptist health paducah",2015,"licensed_psych_beds",0
"baptist health richm ond",2015,"licensed_psych_beds",0
"bourbon com m unity hospital",2015,"licensed_psych_beds",33
"central state hospital",2015,"licensed_psych_beds",192
"clark  regional medical center",2015,"licensed_psych_beds",0
"clinton county hospital",2015,"licensed_psych_beds",0
"crittenden health system",2015,"licensed_psych_beds",0
"cum berland hall",2015,"licensed_psych_beds",97
"eastern state hospital",2015,"licensed_psych_beds",195
"ephraim  mcdowell reg medical ctr",2015,"licensed_psych_beds",38
"flaget mem orial hospital",2015,"licensed_psych_beds",0
"flem ing county hospital",2015,"licensed_psych_beds",0
"frank fort regional medical center",2015,"licensed_psych_beds",12
"georgetown com m unity hospital",2015,"licensed_psych_beds",0
"greenview regional hospital",2015,"licensed_psych_beds",0
"hardin mem orial hospital",2015,"licensed_psych_beds",15
"harlan arh hospital",2015,"licensed_psych_beds",30
"harrison mem orial hospital",2015,"licensed_psych_beds",0
"hazard arh regional medical center",2015,"licensed_psych_beds",100
"highlands regional medical center",2015,"licensed_psych_beds",23
"jack son purchase medical center",2015,"licensed_psych_beds",12
"jennie stuart medical center",2015,"licensed_psych_beds",0
"jewish hospital & st mary's healthcare",2015,"licensed_psych_beds",20
"jewish hospital shelbyville",2015,"licensed_psych_beds",0
"kentuck y correctional psychiatric ctr",2015,"licensed_psych_beds",97
"kentuck y river medical center",2015,"licensed_psych_beds",0
"kings daughters medical center",2015,"licensed_psych_beds",27
"lak e cum berland regional hospital",2015,"licensed_psych_beds",34
"lincoln trail behavioral health system",2015,"licensed_psych_beds",111
"logan mem orial hospital",2015,"licensed_psych_beds",0
"lourdes hospital",2015,"licensed_psych_beds",45
"meadowview regional medical center",2015,"licensed_psych_beds",0
"mem orial hospital",2015,"licensed_psych_beds",0
"methodist hospital",2015,"licensed_psych_beds",8
"middlesboro arh hospital",2015,"licensed_psych_beds",0
"monroe county medical center",2015,"licensed_psych_beds",0
"murray calloway county hospital",2015,"licensed_psych_beds",0
"northkey com m unity care intensive serv",2015,"licensed_psych_beds",51
"norton audubon hospital",2015,"licensed_psych_beds",0
"norton brownsboro hospital",2015,"licensed_psych_beds",0
"norton hsp/kosair chdrn hsp/norton",2015,"licensed_psych_beds",46
"norton w om en's and kosair children's",2015,"licensed_psych_beds",0
"our lady of bellefonte hospital",2015,"licensed_psych_beds",32
"our lady of peace",2015,"licensed_psych_beds",396
"owensboro health muhlenberg",2015,"licensed_psych_beds",0
"owensboro health regional hospital",2015,"licensed_psych_beds",12
"paul b hall regional medical center",2015,"licensed_psych_beds",0
"pik eville medical center",2015,"licensed_psych_beds",0
"pineville com m unity hospital",2015,"licensed_psych_beds",12
"ridge behavioral health system",2015,"licensed_psych_beds",90
"rivendell behavioral health services",2015,"licensed_psych_beds",125
"river valley behavioral health",2015,"licensed_psych_beds",80
"rock castle regional hospital &",2015,"licensed_psych_beds",0
"saint joseph east",2015,"licensed_psych_beds",0
"saint joseph hospital",2015,"licensed_psych_beds",0
"saint joseph hospital london",2015,"licensed_psych_beds",0
"saints mary and elizabeth hospital",2015,"licensed_psych_beds",0
"shriners hosp for children",2015,"licensed_psych_beds",0
"spring view hospital",2015,"licensed_psych_beds",0
"st claire medical center",2015,"licensed_psych_beds",20
"st elizabeth edgewood",2015,"licensed_psych_beds",44
"st elizabeth florence",2015,"licensed_psych_beds",22
"st elizabeth ft thom as",2015,"licensed_psych_beds",0
"st joseph mount sterling hosp",2015,"licensed_psych_beds",0
"t  j health colum bia",2015,"licensed_psych_beds",25
"t  j sam son com m unity hospital",2015,"licensed_psych_beds",0
"t aylor regional hospital",2015,"licensed_psych_beds",0
"t he brook  - dupont",2015,"licensed_psych_beds",76
"t he brook  hospital - kmi",2015,"licensed_psych_beds",86
"t he medical center at bowling green",2015,"licensed_psych_beds",24
"t hree rivers medical center",2015,"licensed_psych_beds",19
"t ug valley arh regional medical",2015,"licensed_psych_beds",0
"t win lakes regional medical center",2015,"licensed_psych_beds",0
"ukhealthcare good sam aritan hospital",2015,"licensed_psych_beds",31
"university of kentuck y hospital",2015,"licensed_psych_beds",0
"university of louisville hospital",2015,"licensed_psych_beds",20
"w estern state hospital",2015,"licensed_psych_beds",495
"w hitesburg arh hospital",2015,"licensed_psych_beds",0
"baptist health corbin",2016,"licensed_psych_beds",44
"baptist health lexington",2016,"licensed_psych_beds",0
"baptist health madisonville",2016,"licensed_psych_beds",22
"baptist health paducah",2016,"licensed_psych_beds",0
